1	3hr	rlds
1	3hr	rlus
1	3hr	rsds
1	3hr	rsus
1	3hr	uas
1	3hr	vas
1	3hr	huss
1	3hr	mrsos
1	3hr	tslsi
1	3hr	tso
1	3hr	prc
1	3hr	prsn
1	3hr	mrro
1	3hr	rldscs
1	3hr	rsdscs
1	3hr	rsuscs
1	3hr	ps
1	3hr	clt
1	3hr	rsdsdiff
1	cfMon	rlu
1	cfMon	rsu
1	cfMon	rld
1	cfMon	rsd
1	cfMon	rlucs
1	cfMon	rsucs
1	cfMon	rldcs
1	cfMon	rsdcs
1	cfMon	ta
1	cfMon	tnt
1	cfMon	tnta
1	cfMon	tntmp
1	cfMon	tntscpbl
1	cfMon	tntr
1	cfMon	tntc
1	cfMon	hur
1	cfMon	hus
1	cfMon	tnhus
1	cfMon	tnhusa
1	cfMon	tnhusc
1	cfMon	tnhusd
1	cfMon	tnhusscpbl
1	cfMon	tnhusmp
1	cfMon	eviscu
1	cfMon	evisct
2	cfMon	clc
2	cfMon	clwc
2	cfMon	clic
2	cfMon	cls
2	cfMon	clws
2	cfMon	clis
2	cfMon	mcu
2	cfMon	mcd
2	cfMon	smc
2	cfMon	dmc
2	cfMon	tnsclw
2	cfMon	tnsclwcm
2	cfMon	tnsclwbl
2	cfMon	tnsclwbfpcli
2	cfMon	tnsclwce
2	cfMon	tnsclwcd
2	cfMon	tnsclwhon
2	cfMon	tnsclwhen
2	cfMon	tnsclwri
2	cfMon	tnsclwar
2	cfMon	tnsclwas
2	cfMon	tnsclwmi
2	cfMon	tnsclwac
2	cfMon	tnsclwa
2	cfMon	tnscli
2	cfMon	tnsclicm
2	cfMon	tnsclibl
2	cfMon	tnsclibfpcl
2	cfMon	tnsclicd
2	cfMon	tnsclihon
2	cfMon	tnsclihencl
2	cfMon	tnsclihenv
2	cfMon	tnscliricl
2	cfMon	tnsclirir
2	cfMon	tnsclids
2	cfMon	tnscliag
2	cfMon	tnsclias
2	cfMon	tnscliemi
2	cfMon	tnsclimr
2	cfMon	tnsclimcl
2	cfMon	tnscliif
2	cfMon	tnsclia
2	cfMon	tnsccw
2	cfMon	tnsccwcm
2	cfMon	tnsccwbl
2	cfMon	tnsccwce
2	cfMon	tnsccwacr
2	cfMon	tnsccwacs
2	cfMon	tnsccwif
2	cfMon	tnsccwa
1	cfMon	rsut4co2
1	cfMon	rlut4co2
1	cfMon	rsutcs4co2
1	cfMon	rlutcs4co2
1	cfMon	rlu4co2
1	cfMon	rsu4co2
1	cfMon	rld4co2
1	cfMon	rsd4co2
1	cfMon	rlucs4co2
1	cfMon	rsucs4co2
1	cfMon	rldcs4co2
1	cfMon	rsdcs4co2
1	cfMon	cltisccp
1	cfMon	albisccp
1	cfMon	pctisccp
1	cfMon	clisccp
1	cfMon	cltcalipso
1	cfMon	cllcalipso
1	cfMon	clmcalipso
1	cfMon	clhcalipso
1	cfMon	clcalipso
1	cfMon	parasolRefl
1	cfOff	clcalipso
1	cfOff	clcalipso2
1	cfOff	cfadDbze94
1	cfOff	cfadLidarsr532
1	cfOff	parasolRefl
1	cfOff	cltcalipso
1	cfOff	cllcalipso
1	cfOff	clmcalipso
1	cfOff	clhcalipso
1	cfDay	ps
1	cfDay	rsdt
1	cfDay	rsut
1	cfDay	rsdscs
1	cfDay	rsuscs
1	cfDay	rldscs
1	cfDay	rlutcs
1	cfDay	rsutcs
1	cfDay	clt
1	cfDay	clwvi
1	cfDay	clivi
1	cfDay	wap500
1	cfDay	ta700
1	cfDay	ccb
1	cfDay	cct
1	cfDay	prc
1	cfDay	hfls
1	cfDay	hfss
1	cfDay	rlds
1	cfDay	rlus
1	cfDay	rsds
1	cfDay	rsus
1	cfDay	rlut
1	cfDay	cltisccp
1	cfDay	albisccp
1	cfDay	pctisccp
1	cfDay	parasolRefl
1	cfDay	cltcalipso
1	cfDay	cllcalipso
1	cfDay	clmcalipso
1	cfDay	clhcalipso
1	cfDay	ua
1	cfDay	va
1	cfDay	ta
1	cfDay	hus
1	cfDay	wap
1	cfDay	zg
1	cfDay	hur
1	cfDay	cl
1	cfDay	clw
1	cfDay	cli
1	cfDay	mc
1	cfDay	clcalipso
1	cfDay	clisccp
1	cfDay	pfull
1	cfDay	phalf
1	cf3hr	clcalipso
1	cf3hr	clcalipso2
1	cf3hr	cfadDbze94
1	cf3hr	cfadLidarsr532
1	cf3hr	parasolRefl
1	cf3hr	cltcalipso
1	cf3hr	cllcalipso
1	cf3hr	clmcalipso
1	cf3hr	clhcalipso
1	cf3hr	lon
1	cf3hr	lat
1	cf3hr	toffset
1	cf3hr	include Amon 2D
1	cf3hr	cltc
2	cf3hr	zfull
2	cf3hr	zhalf
2	cf3hr	pfull
2	cf3hr	phalf
2	cf3hr	ta
2	cf3hr	h2o
2	cf3hr	clws
2	cf3hr	clis
2	cf3hr	clwc
2	cf3hr	clic
2	cf3hr	reffclws
2	cf3hr	reffclis
2	cf3hr	reffclwc
2	cf3hr	reffclic
2	cf3hr	grpllsprof
2	cf3hr	prcprof
2	cf3hr	prlsprof
2	cf3hr	prsnc
2	cf3hr	prlsns
2	cf3hr	reffgrpls
2	cf3hr	reffrainc
2	cf3hr	reffrains
2	cf3hr	reffsnowc
2	cf3hr	reffsnows
2	cf3hr	dtaus
2	cf3hr	dtauc
2	cf3hr	dems
2	cf3hr	demc
2	cf3hr	clc
2	cf3hr	cls
1	cfSites	include Amon 2D
1	cfSites	cl
1	cfSites	clw
1	cfSites	cli
1	cfSites	mc
1	cfSites	ta
1	cfSites	ua
1	cfSites	va
1	cfSites	hus
1	cfSites	hur
1	cfSites	wap
1	cfSites	zg
1	cfSites	rlu
1	cfSites	rsu
1	cfSites	rld
1	cfSites	rsd
1	cfSites	rlucs
1	cfSites	rsucs
1	cfSites	rldcs
1	cfSites	rsdcs
1	cfSites	tnt
1	cfSites	tnta
1	cfSites	tntmp
1	cfSites	tntscpbl
1	cfSites	tntr
1	cfSites	tntc
1	cfSites	tnhus
1	cfSites	tnhusa
1	cfSites	tnhusc
1	cfSites	tnhusd
1	cfSites	tnhusscpbl
1	cfSites	tnhusmp
1	cfSites	evu
1	cfSites	edt
1	cfSites	pfull
1	cfSites	phalf
1	cfSites	lon
1	cfSites	lat
